column0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,writers,directors
9571,tt7620554,Loqueesha,Loqueesha,2019,\N,98,1996.0,false,nm0767688,
9577,tt7645102,Burial Ground Massacre,Burial Ground Massacre,2021,\N,100,1577.0,false,"nm1020877,nm1798629",
9589,tt7690638,Soorma,,2018,\N,131,4983.0,true,"nm1249945,nm1249710,nm1872089,nm8967792",
9610,tt7820846,Love Will Take Over,,2018,\N,140,2226.0,false,nm5378778,
9619,tt7858616,Luz,Luz,\N,2018,70,2417.0,false,nm6849061,
9634,tt7905466,They Shall Not Grow Old,They Shall Not Grow Old,2018,\N,99,32903.0,true,\N,
9645,tt7970348,The Stand In,,2020,\N,101,3046.0,false,nm1095060,
9648,tt7979580,Thé Mitchélls vs thé Máchinés,,2021,\N,113,,true,"nm5106831,nm6676487,nm3229215",
9649,tt7980006,Alt-Right: Age of Rage,Alt-Right: Age of Rage,\N,2018,104,1040.0,false,nm1266372,
9658,tt8004664,Cớmé Pláy,Come Play,2020,\N,96,11288.0,false,nm0153774,
9669,tt8042248,Káncháná 3,Kanchana 3,2019,\N,164,1381.0,false,nm0706485,
9674,tt8058874,We Summon the Darkness,,2019,\N,91,9358.0,false,nm1151425,
9681,tt8076344,Penguin Highway,,2018,\N,117,2724.0,true,"nm8647244,nm2147104",
9691,tt8106576,The Bleeding Edge,,2018,\N,99,,true,"nm0225269,nm0463039",
9692,tt8108164,Ék Ládki Kớ Dékhá Tớh Áisá Lágá,Ek Ladki Ko Dekha Toh Aisa Laga,2019,\N,120,4158.0,false,"nm9664944,nm7430071,nm0937289",
9695,tt8110246,Dark Web: Cicada 3301,Dark Web: Cicada 3301,2021,\N,104,1512.0,false,"nm2450024,nm2024927",
9700,tt8144834,Section 375,,2019,\N,124,14555.0,true,"nm1913302,nm5120912",
9707,tt8186932,M.O.M. Mothers of Monsters,M.O.M.: Mothers of Monsters,2020,\N,98,,false,nm1709461,
9722,tt8284860,The Huntress: Rune of the Dead,The Huntress: Rune of the Dead,\N,2019,105,,false,"nm2339469,nm7081289",
9734,tt8332666,Tớné-Déáf,,2019,\N,87,2579.0,false,nm3160595,
9737,tt8335482,The Lost Prince,,2020,\N,101,1160.0,false,"nm1315212,nm4380548,nm0371890",
9747,tt8364418,Adanga Maru,Adanga Maru,2018,\N,145,2268.0,true,"nm9813479,nm3586739",
9762,tt8404256,Snake Eyes,Snake Eyes: G.I. Joe Origins,2021,\N,121,29098.0,false,"nm0818746,nm1100123,nm3143608",
9775,tt8497794,Still Human,,2018,\N,115,1348.0,true,nm7874958,
9780,tt8523028,Roped,,2020,\N,91,1270.0,false,nm0239768,
9794,tt8638420,Strokes of Genius,Strokes of Genius,2018,\N,98,1136.0,true,\N,
9795,tt8638640,June,,2019,\N,141,1683.0,true,"nm9942830,nm10457381,nm9652622",
9809,tt8706988,The Resistance Fighter,,2019,\N,114,1351.0,false,"nm0664582,nm2561798",
9817,tt8760684,Ápớllớ 11,,2019,\N,93,24434.0,true,\N,
9824,tt8787632,Tyger Tyger,Tyger Tyger,2021,\N,92,2138.0,false,nm4846374,
9839,tt8897986,Family of Thakurganj,Family of Thakurganj,2019,\N,127,1623.0,true,nm0795651,
9851,tt8983202,Kábir Singh,,2019,\N,173,,true,"nm6052646,nm3789785,nm9227039,nm5969139",
9860,tt9005662,Excursion,,2019,\N,85,4952.0,false,"nm7590966,nm10125154",
9879,tt9100028,The Little Switzerland,,2019,\N,86,1193.0,false,"nm2400669,nm2700412,nm2783232,nm2087003,nm0812390",
9885,tt9110340,Andhaghaaram,,2020,\N,171,3574.0,true,nm10184801,
9891,tt9147456,"Endings, Beginnings",,2019,\N,110,5260.0,false,"nm10199477,nm2035886",
9893,tt9165634,Hanum & Rangga,,2018,\N,90,3532.0,false,"nm8554511,nm7725390,nm3447204",
9896,tt9173264,Sibyl,,2019,\N,100,2789.0,false,"nm1932959,nm1797444,nm2630323",
9902,tt9179096,Minamata,Minamata,2020,\N,115,15131.0,true,"nm2005691,nm1634253,nm0506165,nm1321300,nm3215816,nm1432473",
9903,tt9185816,Woodstock: Three Days That Defined a Generation,,2019,\N,106,1607.0,true,"nm0329014,nm10216170",
9917,tt9252508,Tall Girl,,2019,\N,101,20417.0,false,nm6790582,
9918,tt9257484,Rattlesnake,Rattlesnake,2019,\N,85,8297.0,false,nm1991847,
9931,tt9358052,Knock Down the House,,2019,\N,87,12285.0,true,"nm1313741,nm4102993",
9935,tt9382596,The Car: Road to Revenge,,2019,\N,89,,false,"nm0845922,nm1058259,nm4714447",
9940,tt9419834,Secret Obsession,Secret Obsession,2019,\N,97,20332.0,false,"nm1482634,nm0838289",
9963,tt9614090,"I Love You, Now Die: The Commonwealth v. Michelle Carter","I Love You, Now Die: The Commonwealth v. Michelle Carter",2019,\N,143,5426.0,true,\N,
9968,tt9648672,Stréét Dáncér 3D,Street Dancer 3D,2020,\N,146,,false,nm2260872,
9993,tt9845110,Twớ ớf Ús,,2019,\N,99,2451.0,true,"nm11042781,nm2889273,nm0897095",
9998,tt9904802,Enemy Lines,,2020,\N,92,,false,"nm0942647,nm3853396",
5,tt0011439,The Mark of Zorro,The Mark of Zorro,1920,\N,79,2439.0,true,"nm0191547,nm0001196,nm1491939",
10,tt0012532,Ớrpháns ớf thé Stớrm,,1921,\N,150,,true,"nm0257866,nm0180077,nm0000428",
13,tt0013933,The Faithful Heart,Coeur fidèle,1923,\N,87,1252.0,true,"nm0258477,nm0258506",
31,tt0015400,The Thief of Bagdad,,1924,\N,155,6001.0,true,"nm0940689,nm0001196,nm0008280,nm0640884",
33,tt0015842,The Joyless Street,,1925,\N,125,1554.0,true,"nm0079278,nm0352026,nm1680388",
41,tt0016544,The Wizard of Oz,,1925,\N,95,1497.0,false,"nm0000875,nm0062091,nm0497736,nm0783865",
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,true,"nm0908753,nm0558923,nm0933133,nm0385012,nm0129721",
49,tt0017463,3 Bad Men,3 Bad Men,1926,\N,92,1165.0,true,"nm0924268,nm0831958,nm0817809,nm0102167",
55,tt0018379,7th Heaven,7th Heaven,1927,\N,110,3499.0,true,"nm0834944,nm0322227,nm0385012,nm0129721,nm0615868",
58,tt0018528,The Unknown,,1927,\N,63,7850.0,true,"nm0115218,nm0950150,nm0267868,nm0727497",
60,tt0018684,Beggars of Life,Beggars of Life,\N,1928,100,1093.0,true,"nm0322227,nm0876432",
86,tt0021884,Frankenstein,Frankenstein,1931,\N,70,69780.0,true,"nm0049721,nm0791217,nm0916811,nm0287124,nm0267020,nm0770337,nm0282984,nm0751246",
100,tt0022787,Wooden Crosses,,1932,\N,115,1409.0,true,"nm0076368,nm0233593,nm0485676",
105,tt0023303,One Hour with You,One Hour with You,1932,\N,78,2389.0,true,"nm0773083,nm0710723,nm0545401",
114,tt0023937,Pássing Fáncy,Dekigokoro,1933,\N,100,1306.0,true,"nm0407456,nm0654868",
121,tt0024127,Our Flags Lead Us Forward,,1933,\N,95,1733.0,false,"nm0770948,nm0530731",
133,tt0024902,Blue Steel,Blue Steel,1934,\N,54,1546.0,false,nm0102908,
145,tt0025898,Tớni,Toni,1935,\N,84,1766.0,true,"nm0719756,nm2365865,nm0251873",
170,tt0028021,Osaka Elegy,,1936,\N,71,2253.0,true,"nm0297884,nm0003226,nm0645432,nm0406808",
186,tt0028708,Charlie Chan at the Olympics,Charlie Chan at the Olympics,1937,\N,71,,true,"nm0000252,nm0517567,nm0121228,nm0081788",
194,tt0029192,Make Way for Tomorrow,Make Way for Tomorrow,1937,\N,91,8144.0,true,"nm0217568,nm0492854,nm0495259,nm0495270,nm0732209",
199,tt0029440,The Prince and the Pauper,,1937,\N,118,2482.0,true,"nm0878494,nm0236418,nm0193693",
201,tt0029608,Stella Dallas,Stella Dallas,1937,\N,106,5254.0,true,"nm0556945,nm0373511,nm0698989,nm0340799,nm0700717,nm0081748",
207,tt0029947,Bringing Up Baby,Bringing Up Baby,1938,\N,102,59515.0,true,"nm0629580,nm0928444",
212,tt0030241,Hớlidáy,,\N,1938,95,15746.0,true,"nm0829330,nm0118227,nm0058129",
230,tt0031381,Gone with the Wind,,1939,\N,238,303845.0,true,"nm0593565,nm0397608,nm0308177,nm0372942,nm0842485,nm0886668",
246,tt0031951,Sớn ớf Fránkénstéin,Son of Frankenstein,1939,\N,99,9957.0,true,"nm0791217,nm0178459",
267,tt0032617,I Love You Again,,1940,\N,99,3232.0,true,"nm0330390,nm0914362,nm0169665,nm0496468,nm0649183,nm0475823",
278,tt0033045,The Shop Around the Corner,The Shop Around the Corner,\N,1940,99,30968.0,true,"nm0710723,nm0529450,nm0372942",
303,tt0034162,Thé Séá Wớlf,,1941,\N,100,3661.0,true,"nm0744035,nm0518711",
304,tt0034224,Spooks Run Wild,,1941,\N,65,1688.0,false,"nm0286025,nm0547949,nm0377127",
306,tt0034398,Thé Wớlf Mán,The Wolf Man,1941,\N,70,25976.0,true,nm0802561,
313,tt0034587,Cat People,Cat People,1942,\N,73,,true,nm0090840,
333,tt0035429,Wént thé Dáy Wéll?,,1942,\N,92,3549.0,true,"nm0001294,nm0226538,nm0604610,nm0534191",
335,tt0035446,To Be or Not to Be,,1942,\N,99,34514.0,true,"nm0501872,nm0562372,nm0523932",
337,tt0035567,Woman of the Year,,1942,\N,114,9842.0,true,"nm0488057,nm0437720,nm0536941",
365,tt0037017,Lifeboat,Lifeboat,1944,\N,97,28060.0,true,"nm0825705,nm0842485,nm0000033,nm0372942",
389,tt0037885,Love Letters,Love Letters,1945,\N,101,1544.0,true,"nm0709446,nm0557398",
424,tt0039208,Boomerang!,Boomerang!,1947,\N,88,,true,"nm0614645,nm0653617",
427,tt0039302,Dark Passage,,1947,\N,106,19034.0,true,"nm0202681,nm0328959",
433,tt0039536,Kiss of Death,,1947,\N,99,8064.0,true,"nm0372942,nm0496468,nm0513787,nm0242897",
463,tt0040536,Letter from an Unknown Woman,,1948,\N,87,11921.0,true,"nm0462321,nm0959003,nm0649097",
476,tt0040866,La Terra Trema,,1948,\N,160,4876.0,true,"nm0682881,nm0894015,nm0899581",
484,tt0041386,The Fountainhead,The Fountainhead,1949,\N,114,,true,nm0709446,
486,tt0041460,The Hidden Room,,1949,\N,96,1895.0,true,nm0178785,
493,tt0041699,Stray Dog,Nora inu,1949,\N,122,16502.0,true,"nm0452878,nm0000041",
505,tt0042209,At War with the Army,,1950,\N,93,2325.0,false,"nm0020104,nm0277943",
507,tt0042235,Beauty and the Devil,,1950,\N,96,1550.0,true,"nm0163229,nm0757415",
529,tt0043286,Angels in the Outfield,Angels in the Outfield,1951,\N,99,2314.0,true,"nm0174823,nm0455510,nm0920216",
531,tt0043338,Ace in the Hole,Ace in the Hole,1951,\N,111,34375.0,true,"nm0000697,nm0760488,nm0628305,nm0221528",
539,tt0043757,Lost Continent,Lost Continent,1951,\N,83,1497.0,false,"nm0484479,nm0949363,nm0359034",
542,tt0043879,On Dangerous Ground,On Dangerous Ground,1951,\N,82,6857.0,true,"nm0080135,nm0712947,nm0124926",
548,tt0043959,Rawhide,,1951,\N,89,2645.0,true,nm0629580,
553,tt0044320,Abbott and Costello Meet Captain Kidd,,1952,\N,70,2135.0,false,"nm0227481,nm0335471",
561,tt0044741,Ikiru,,1952,\N,143,74694.0,true,"nm0000041,nm0368074,nm0644823",
567,tt0044982,Thé Flávớr ớf Gréén Téá Ớvér Ricé,,1952,\N,116,2833.0,true,"nm0633792,nm0654868",
574,tt0045201,Thé Strángér in Bétwéén,Hunted,1952,\N,84,1030.0,true,"nm0565251,nm0926525",
578,tt0045465,99 River Street,99 River Street,\N,1953,83,2842.0,true,"nm0809731,nm0958424,nm0439597,nm0668361",
589,tt0045826,Glen or Glenda,,1953,\N,65,8491.0,false,nm0000248,
603,tt0046375,The Stranger Wore a Gun,,\N,1953,83,,false,"nm0303930,nm0192356",
619,tt0047296,On the Waterfront,On the Waterfront,1954,\N,108,149783.0,true,"nm0775977,nm0425711,nm0802563",
633,tt0047878,The Big Combo,,1955,\N,87,7256.0,true,nm0948634,
649,tt0048424,Thé Night ớf thé Húntér,The Night of the Hunter,1955,\N,92,86393.0,true,"nm0344181,nm0012938,nm0001452",
651,tt0048473,Pather Panchali,Pather Panchali,1955,\N,125,29571.0,true,"nm0051808,nm0006249",
652,tt0048488,The Phenix City Story,,1955,\N,100,2581.0,true,"nm0928108,nm0537784",
671,tt0049012,The Burmese Harp,Biruma no tategoto,1956,\N,116,5758.0,true,"nm0847633,nm0905271",
677,tt0049223,Forbidden Planet,,1956,\N,98,47621.0,true,"nm0401738,nm0088726,nm1051864,nm0000636",
692,tt0049615,"The Phantom from 10,000 Leagues","The Phantom from 10,000 Leagues",\N,1955,81,1700.0,false,"nm0750870,nm0525563",
720,tt0050545,Invásiớn ớf thé Sáúcér Mén,Invasion of the Saucer Men,1957,\N,69,1812.0,false,"nm0348673,nm0551869,nm0265640",
725,tt0050665,Madhumati,,1958,\N,110,1394.0,true,"nm0315547,nm0066074",
731,tt0050976,The Seventh Seal,Det sjunde inseglet,1957,\N,96,177539.0,true,nm0000005,
753,tt0051845,The Last Hurrah,,1958,\N,121,3504.0,true,"nm0637793,nm0640312",
760,tt0052005,No Time for Sergeants,No Time for Sergeants,1958,\N,119,3938.0,true,"nm0536941,nm0505615,nm0405188",
769,tt0052216,Big Deal on Madonna Street,I soliti ignoti,1958,\N,106,10091.0,true,"nm0408488,nm0769249,nm0147599,nm0598102,nm0130902",
778,tt0052561,Ánátớmy ớf á Múrdér,Anatomy of a Murder,1959,\N,161,64067.0,true,"nm0562606,nm0871261",
780,tt0052600,Ballad of a Soldier,Ballada o soldate,1959,\N,88,10124.0,true,"nm0161055,nm0947899",
781,tt0052609,Beast from Haunted Cave,Beast from Haunted Cave,\N,1959,72,1949.0,false,nm0341458,
808,tt0053133,Odds Against Tomorrow,,1959,\N,96,4461.0,true,"nm0569423,nm0689796,nm0317254,nm0453153",
832,tt0053636,The Baroness from the Gas Station,Baronessen fra benzintanken,1960,\N,122,1086.0,true,"nm0715862,nm0647688,nm0347708",
848,tt0053987,The Steamroller and the Violin,Katok i skripka,1961,\N,46,6151.0,true,"nm1027925,nm0464846,nm0001789",
850,tt0054042,Macario,,1960,\N,91,3212.0,true,"nm0871252,nm0136061,nm0310449",
853,tt0054086,The Millionairess,The Millionairess,1960,\N,90,1791.0,false,"nm0789737,nm0032724,nm0542554",
874,tt0054393,Tormented,Tormented,\N,1960,75,2496.0,false,"nm0330026,nm0946753",
901,tt0055184,The Misfits,,\N,1961,125,19925.0,true,nm0007186,
918,tt0055618,Whistle Down the Wind,Whistle Down the Wind,\N,1961,99,3328.0,true,"nm0068393,nm0913961,nm0356227",
919,tt0055630,Yojimbo,Yôjinbô,1961,\N,110,118426.0,true,"nm0000041,nm0452878",
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,true,"nm0037097,nm0147599,nm0130902,nm0598102,nm0280919,nm0684083,nm0000019,nm0661650,nm0740021,nm0899581,nm0953790,nm0560943",
924,tt0055824,Cape Fear,Cape Fear,1962,\N,106,28146.0,true,"nm0531792,nm0916139",
926,tt0055850,Chushingura,,\N,1962,207,2014.0,true,nm0946672,
929,tt0055913,Divorce Italian Style,Divorzio all'italiana,1961,\N,105,12370.0,true,"nm0316251,nm0208086,nm0314584,nm0408488",
950,tt0056264,Mutiny on the Bounty,Mutiny on the Bounty,1962,\N,178,15843.0,true,"nm0496468,nm0635079,nm0355681,nm0000697,nm0001907,nm0153698,nm0238070,nm0310775,nm0372942",
960,tt0056636,A Monkey in Winter,,1962,\N,105,,true,"nm0089073,nm0102030,nm0002192,nm0894577",
964,tt0056860,Beach Party,,1963,\N,101,2069.0,false,nm0750870,
974,tt0057083,Fun in Acapulco,Fun in Acapulco,1963,\N,97,3178.0,false,nm0918902,
984,tt0057360,A New Kind of Love,A New Kind of Love,1963,\N,110,1397.0,false,nm0789520,
999,tt0057715,Zatoichi the Fugitive,Zatôichi kyôjô-tabi,1963,\N,86,1712.0,true,"nm0395961,nm0793753",
1004,tt0057919,Carry on Jack,,1964,\N,91,2224.0,false,nm0745349,
1006,tt0057935,Charulata,Charulata,1964,\N,117,5973.0,true,"nm0007173,nm0006249",
1021,tt0058311,Hércúlés Ágáinst thé Mớớn Mén,Maciste e la regina di Samar,1964,\N,90,1844.0,false,"nm0220383,nm0778644,nm0313124,nm0762679",
1034,tt0058564,Seduced and Abandoned,,1964,\N,118,,true,"nm0314584,nm0898812,nm0408488,nm0769249",
1044,tt0058898,Alphaville,,1965,\N,99,24406.0,true,"nm0000419,nm0959908",
1048,tt0059012,Chimes at Midnight,Campanadas a medianoche,1965,\N,119,8655.0,true,"nm0000636,nm0390547,nm0000080",
1064,tt0059464,Monster a Go-Go,Monster a Go-Go,1965,\N,68,11387.0,false,"nm0808657,nm1074683,nm0714215,nm0504496",
1066,tt0059529,Triumph Over Violence,Obyknovennyy fashizm,1965,\N,138,1666.0,true,"nm0451406,nm0739677,nm0878014",
1081,tt0059856,Vague Stars of Ursa...,Vaghe stelle dell'Orsa...,1965,\N,105,1913.0,true,"nm0147599,nm0575804,nm0899581,nm0093650",
1082,tt0059878,Village of the Giants,,1965,\N,81,2316.0,false,"nm0920229,nm0128845,nm0330026",
1086,tt0060138,Au hasard Balthazar,,1966,\N,95,19440.0,true,nm0000975,
1106,tt0060666,Mánớs: Thé Hánds ớf Fáté,Manos: The Hands of Fate,1966,\N,70,35858.0,false,nm0912849,
1118,tt0061132,The Hawks and the Sparrows,,\N,1966,89,4609.0,true,"nm0001596,nm0274721",
1120,tt0061162,"War and Peace, Part II: Natasha Rostova",Voyna i mir II: Natasha Rostova,1966,\N,98,1414.0,true,"nm0866243,nm0094083,nm0813537",
1128,tt0061395,Belle de Jour,,1967,\N,100,42825.0,true,"nm0450262,nm0000320,nm0140643",
1151,tt0061709,Day of Anger,I giorni dell'ira,1967,\N,111,4590.0,true,"nm0002759,nm0884547,nm0313016,nm1807881",
1160,tt0061814,The Incident,,1967,\N,107,3929.0,true,nm0046296,
1174,tt0062228,Our Folks,,1967,\N,81,3450.0,true,nm0611650,
1203,tt0063050,Thé Héárt Is á Lớnély Húntér,,1968,\N,123,3915.0,true,"nm0567111,nm0752873",
1205,tt0063135,Inspéctớr Clớúséáú,Inspector Clouseau,1968,\N,96,,false,"nm0001175,nm0725009,nm0907209,nm0907186",
1231,tt0063790,Vớyágé tớ thé Plánét ớf Préhistớric Wớmén,,1968,\N,78,,false,nm0628633,
1234,tt0063876,Bớy,Shônen,\N,1969,105,1569.0,true,nm0848797,
1254,tt0064451,A Touch of Zen,,\N,1971,200,5981.0,true,"nm0002254,nm0699700",
1276,tt0065234,Z,Z,1969,\N,127,26606.0,true,"nm0890825,nm0783934,nm0002020,nm0059553",
1279,tt0065417,Days and Nights in the Forest,Aranyer Din Ratri,1970,\N,115,,true,"nm0304355,nm0006249",
1290,tt0065724,Fivé Éásy Piécés,Five Easy Pieces,1970,\N,98,,true,"nm0247628,nm0706182",
1296,tt0065955,Á Lớvé Stớry,En kärlekshistoria,\N,1970,115,6589.0,true,nm0027815,
1314,tt0066491,Tristana,,1970,\N,99,11421.0,true,"nm0017855,nm0000320,nm0701918",
1318,tt0066516,Valerie and Her Week of Wonders,,\N,1970,77,9325.0,true,"nm0628709,nm0472695,nm0423180,nm2236058",
1345,tt0067047,Emil of Lonneberga,,1971,\N,95,4084.0,true,nm0511807,
1353,tt0067164,Guddi,Guddi,1971,\N,121,1071.0,true,"nm0347899,nm0611531,nm0611520",
1382,tt0067927,Vanishing Point,Vanishing Point,1971,\N,99,28045.0,true,"nm0127788,nm0366422,nm2264778",
1392,tt0068205,Love in the Afternoon,,1972,\N,97,7639.0,true,nm0006445,
1416,tt0068659,Greaser's Palace,,\N,1972,91,1036.0,false,nm0002049,
1445,tt0069452,Walter Defends Sarajevo,Valter brani Sarajevo,1972,\N,133,2487.0,true,nm0495848,
1448,tt0069530,Z.P.G.,Z.P.G.,1972,\N,97,1405.0,false,"nm0251375,nm0208342",
1469,tt0070212,The Iceman Cometh,,1973,\N,239,1580.0,true,"nm0193570,nm0642156",
1502,tt0071198,The Bat People,,1974,\N,93,2475.0,false,nm0789848,
1517,tt0071622,The Clockmaker of St. Paul,L'horloger de Saint-Paul,1974,\N,105,2407.0,true,"nm0799442,nm0042179,nm0098204,nm0851724",
1530,tt0072263,Ten Little Indians,,1974,\N,105,,false,"nm0869935,nm0002005,nm0463440,nm0515901",
1548,tt0072934,A Pain in the Ass,L'emmerdeur,1973,\N,85,3125.0,true,nm0891554,
1552,tt0072979,Female Trouble,Female Trouble,1974,\N,89,8991.0,true,nm0000691,
1587,tt0074279,Cannonball!,Cannonball,1976,\N,93,4547.0,false,"nm0000860,nm0800971",
1591,tt0074312,Chinese Roulette,Chinesisches Roulette,1976,\N,86,4029.0,true,nm0001202,
1596,tt0074441,The Duchess and the Dirtwater Fox,The Duchess and the Dirtwater Fox,1976,\N,103,1803.0,false,"nm0291035,nm0761958,nm0741439",
1599,tt0074475,Embryo,,1976,\N,104,,false,"nm0233162,nm0858962",
1612,tt0074633,Hollywood Boulevard,,1976,\N,83,1220.0,false,nm0649054,
1621,tt0074860,Marathon Man,Marathon Man,1976,\N,125,61375.0,true,nm0001279,
1628,tt0075002,The Olsen Gang Sees Red,Olsen-banden ser rødt,1976,\N,100,2156.0,true,"nm0050853,nm0046987",
1636,tt0075268,Stáy Húngry,Stay Hungry,\N,1976,102,4377.0,false,"nm0301310,nm0706182",
1641,tt0075656,Thé Álién Fáctớr,The Alien Factor,1978,\N,80,1031.0,false,nm0230629,
1668,tt0076245,Julia,Julia,\N,1977,117,9341.0,true,"nm0375484,nm0765091",
1680,tt0076709,Game of Death II,,1980,\N,96,3131.0,false,"nm1292717,nm3814543",
1702,tt0077372,Corvette Summer,,1978,\N,105,3059.0,false,"nm0059493,nm0730422",
1707,tt0077474,Thé Drivér,The Driver,1978,\N,91,15646.0,true,nm0001353,
1712,tt0077651,Halloween,Halloween,1978,\N,91,260115.0,true,"nm0000118,nm0384185",
1713,tt0077655,Last Hurrah for Chivalry,,1979,\N,106,,true,nm0000247,
1726,tt0078087,Piranha,,1978,\N,94,20905.0,false,"nm0733015,nm0000626",
1745,tt0078784,A Respectable Life,,1979,\N,102,1140.0,true,nm0418724,
1748,tt0078846,Bénéáth thé Válléy ớf thé Últrá-Vixéns,,1979,\N,93,3035.0,false,"nm0001170,nm0000540",
1750,tt0078875,The Tin Drum,Die Blechtrommel,1979,\N,142,23497.0,true,"nm0335848,nm0140643,nm0772522,nm0782704",
1759,tt0079117,Escape to Athena,Escape to Athena,1979,\N,125,4970.0,false,"nm0030019,nm0516673,nm0181902",
1768,tt0079510,Thé Máin Évént,,1979,\N,112,,false,"nm0661275,nm0807308",
1773,tt0079596,My Brilliant Career,,1979,\N,100,4201.0,true,"nm0936674,nm0291504",
1777,tt0079764,Five Evenings,,1979,\N,108,1227.0,true,"nm0010383,nm0586482,nm0901668",
1781,tt0079855,Savage Weekend,Savage Weekend,1979,\N,88,1540.0,false,nm0667299,
1790,tt0080117,The Wanderers,,1979,\N,112,10769.0,true,"nm0697115,nm0442249,nm0442241",
1809,tt0080707,The Exterminator,The Exterminator,1980,\N,104,5399.0,false,nm0322785,
1812,tt0080853,The Hearse,The Hearse,1980,\N,99,2034.0,false,"nm0088185,nm0855183",
1847,tt0082222,Man of Iron,Czlowiek z zelaza,1981,\N,156,3330.0,true,nm0778448,
1867,tt0082528,Hot Bubblegum,,1981,\N,90,,false,"nm0203246,nm0379387,nm0851780,nm0915508",
1872,tt0082694,The Road Warrior,,1981,\N,96,174374.0,true,"nm0371249,nm0004306,nm0360352,nm0447945",
1879,tt0082755,Teddy Bear,Mis,1981,\N,111,5813.0,true,"nm0054402,nm0878957",
1901,tt0083203,Time for Revenge,,1981,\N,112,,true,nm0034899,
1914,tt0083591,Attack Force Z,Attack Force Z,1981,\N,93,2383.0,false,nm0551139,
1919,tt0083743,La colmena,,\N,1982,112,1016.0,true,"nm0147911,nm0225128",
1930,tt0083972,Friday the 13th Part III,Friday the 13th Part III,1982,\N,95,,false,"nm0457725,nm0914536,nm0566699,nm0413826,nm0192446",
1933,tt0084028,Absurd,Rosso sangue,1981,\N,96,2816.0,false,nm0247642,
1936,tt0084133,The Incubus,Incubus,\N,1981,93,,false,"nm0751400,nm0291426",
1957,tt0084628,Sans Soleil,,1983,\N,104,10484.0,true,nm0003408,
1961,tt0084667,Shakti,,1982,\N,166,,true,"nm0015287,nm0451311",
1975,tt0084865,Victor Victoria,,1982,\N,134,20746.0,true,"nm0001175,nm0388502,nm0778306",
1976,tt0084887,Báttlétrúck,Warlords of the 21st Century,1982,\N,91,1298.0,false,"nm1047687,nm0042402,nm0066289,nm0170113",
1993,tt0085384,Curse of the Pink Panther,Curse of the Pink Panther,1983,\N,109,5903.0,false,"nm0001175,nm0250005",
2009,tt0085748,"Jára Cimrman Lying, Sleeping","Jára Cimrman lezící, spící",1983,\N,81,1018.0,true,"nm0810602,nm0006664",
2042,tt0086319,The Snowdrop Festivities,,1984,\N,83,1456.0,true,"nm0398518,nm0579954",
2058,tt0086543,The 4th Man,,1983,\N,102,7596.0,true,"nm0720771,nm0812121",
2060,tt0086567,WárGámés,WarGames,1983,\N,114,95954.0,true,"nm0489623,nm0662748,nm0338396",
2061,tt0086610,Xtrớ,,1982,\N,86,6760.0,false,"nm0111332,nm0144262,nm0003176,nm0809732",
2105,tt0087800,A Nightmare on Elm Street,A Nightmare on Elm Street,1984,\N,91,224613.0,true,nm0000127,
